file,alpha,beta,run,name,score,duration_ms,memory_kb
tsp/eil76.tsp,0.200000,2.500000,17,aco,694.000000,22860,1883
tsp/eil76.tsp,0.200000,2.500000,18,aco,699.000000,23250,777
tsp/eil76.tsp,0.200000,2.500000,19,aco,696.000000,23220,1884
tsp/eil76.tsp,0.200000,2.500000,20,aco,713.000000,23161,674
tsp/eil76.tsp,0.200000,3.000000,1,haco,568.000000,15122,2293
tsp/eil76.tsp,0.200000,3.000000,2,haco,574.000000,14734,1492
tsp/eil76.tsp,0.200000,3.000000,3,haco,565.000000,14756,2073
tsp/eil76.tsp,0.200000,3.000000,4,haco,573.000000,14579,925
tsp/eil76.tsp,0.200000,3.000000,5,haco,565.000000,14593,1708
tsp/eil76.tsp,0.200000,3.000000,6,haco,574.000000,14474,1937
tsp/eil76.tsp,0.200000,3.000000,7,haco,572.000000,14567,883
tsp/eil76.tsp,0.200000,3.000000,8,haco,583.000000,14419,1092
tsp/eil76.tsp,0.200000,3.000000,9,haco,562.000000,14530,1169
tsp/eil76.tsp,0.200000,3.000000,10,haco,568.000000,14453,1174
tsp/eil76.tsp,0.200000,3.000000,11,haco,567.000000,14454,1889
tsp/eil76.tsp,0.200000,3.000000,12,haco,581.000000,14412,2230
tsp/eil76.tsp,0.200000,3.000000,13,haco,567.000000,14430,2655
tsp/eil76.tsp,0.200000,3.000000,14,haco,577.000000,14460,399
tsp/eil76.tsp,0.200000,3.000000,15,haco,574.000000,14489,1412
tsp/eil76.tsp,0.200000,3.000000,16,haco,568.000000,14476,2557
tsp/eil76.tsp,0.200000,3.000000,17,haco,566.000000,14464,1315
tsp/eil76.tsp,0.200000,3.000000,18,haco,566.000000,14378,496
tsp/eil76.tsp,0.200000,3.000000,19,haco,568.000000,14378,2581
tsp/eil76.tsp,0.200000,3.000000,20,haco,574.000000,14518,1811
tsp/eil76.tsp,0.200000,3.000000,1,aco,665.000000,19502,827
tsp/eil76.tsp,0.200000,3.000000,2,aco,671.000000,19505,2074
tsp/eil76.tsp,0.200000,3.000000,3,aco,662.000000,19579,1138
tsp/eil76.tsp,0.200000,3.000000,4,aco,677.000000,19677,648
tsp/eil76.tsp,0.200000,3.000000,5,aco,677.000000,19511,2080
tsp/eil76.tsp,0.200000,3.000000,6,aco,673.000000,19486,852
tsp/eil76.tsp,0.200000,3.000000,7,aco,643.000000,19590,886
tsp/eil76.tsp,0.200000,3.000000,8,aco,667.000000,19588,1777
tsp/eil76.tsp,0.200000,3.000000,9,aco,676.000000,19603,1424
tsp/eil76.tsp,0.200000,3.000000,10,aco,684.000000,19393,2217
tsp/eil76.tsp,0.200000,3.000000,11,aco,654.000000,19397,2623
tsp/eil76.tsp,0.200000,3.000000,12,aco,680.000000,19396,1600
tsp/eil76.tsp,0.200000,3.000000,13,aco,685.000000,19431,1194
tsp/eil76.tsp,0.200000,3.000000,14,aco,637.000000,19613,1879
tsp/eil76.tsp,0.200000,3.000000,15,aco,674.000000,19501,2636
tsp/eil76.tsp,0.200000,3.000000,16,aco,672.000000,19494,2565
tsp/eil76.tsp,0.200000,3.000000,17,aco,661.000000,19557,1138
tsp/eil76.tsp,0.200000,3.000000,18,aco,678.000000,19549,1772
tsp/eil76.tsp,0.200000,3.000000,19,aco,676.000000,19378,2354
tsp/eil76.tsp,0.200000,3.000000,20,aco,681.000000,19505,1731
tsp/eil76.tsp,0.200000,3.500000,1,haco,568.000000,14537,380
tsp/eil76.tsp,0.200000,3.500000,2,haco,572.000000,14385,1419
tsp/eil76.tsp,0.200000,3.500000,3,haco,566.000000,14499,1880
tsp/eil76.tsp,0.200000,3.500000,4,haco,574.000000,14507,2313
tsp/eil76.tsp,0.200000,3.500000,5,haco,578.000000,14404,1315
tsp/eil76.tsp,0.200000,3.500000,6,haco,571.000000,14514,434
tsp/eil76.tsp,0.200000,3.500000,7,haco,569.000000,14401,624
tsp/eil76.tsp,0.200000,3.500000,8,haco,574.000000,14589,922
tsp/eil76.tsp,0.200000,3.500000,9,haco,568.000000,14484,693
